Imię,Nazwisko,PESEL
BRONISŁAW,PAJOR,97020647133
SERHII,PIÓRKOWSKI,09222523096
ADRIAN,GAJOS,02280719894
JANUSZ,SABAT,09280161515
WIKTORIA,BOROWIAK,54061019123
DOMINIK,DUDA,09261112990
STANISŁAWA,ROZWADOWSKA,95020169149
EUGENIUSZ,SZAREK,79062322337
KRYSTYNA,SAKOWSKI,17302045507
JULIAN,WAWER,60061052150
RADOSŁAW,BRZÓSKA,00292325937
ALICJA,CZAPIEWSKA,94121504729
ALICJA,MELNYCHUK,59092095724
OLIWIA,ŁUKAWSKI,50050173025
PAWEŁ,WOŹNICA,10273181995
WŁADYSŁAWA,ZYGMUNT,79051141987
KAROLINA,ZADROŻNA,87062472624
BRONISŁAW,KULPA,61091017078
KONRAD,CYGAN,17222746919
STEFANIA,BIENIAS,08271189602
KONRAD,DZIK,64011959733
BOGUMIŁA,ŻUKOWSKI,83121244663
MIROSŁAW,PORADA,99010954335
MIROSŁAWA,MACHAJ,80080366609
RADOSŁAW,GRUSZECKA,96060386611
SYLWIA,BIL,70121622809
RYSZARD,KUBAS,57060792039
JÓZEF,PIŁAT,19232332216
OLIWIA,ŻÓŁTOWSKA,57091309422
ANETA,CABAN,78121663389
IWONA,BORZĘCKI,83072055985
ROMAN,NIZIOŁEK,91120711570
JAN,WINIARCZYK,97122105050
WANDA,BUGAJ,06260889980
JÓZEF,NADOLNY,78101975499
GABRIELA,ŁATA,70072889885
KAMILA,SOLARZ,79052497506
WIESŁAW,GAWĘDA,02291444118
BOLESŁAW,KRAVCHENKO,94082763036
MARIANNA,MADEJ,50041077228
MICHALINA,JAROCKA,96103054507
EDMUND,BADOWSKI,90022476877
IRENA,GWIAZDA,57080316309
MARIUSZ,PRUSAK,74011081877
PATRYCJA,STAWICKI,74032467906
IZABELA,DZIURA,86090986822
CECYLIA,KRAVCHENKO,72073007664
BRONISŁAW,KLOCEK,73051861836
ANIELA,MODZELEWSKA,54022252929
BARBARA,KURZAWA,81111769381
ANNA,CIEŚLIK,67102883502
IRENA,ZAWADKA,84041710906
JACEK,ABRAMCZYK,86072623055
PATRYK,KALBARCZYK,07240129896
ANDRZEJ,KOSTKA,19320278570
RYSZARD,KUNA,80080626417
RAFAŁ,CZARNOWSKA,99051572051
JÓZEF,WOJNOWSKA,93020233673
ROBERT,STEFANOWICZ,95010884193
DAMIAN,KUSZ,64102605994
WERONIKA,KACPERSKA,99011763608
DMYTRO,ŁAWNICZAK,89112672996
PAWEŁ,DZIUBA,73101938952
MATEUSZ,BORKOWSKI,11262787297
SERHII,KŁOS,07230115690
CECYLIA,GÓRZYŃSKI,07241103640
DOMINIK,DĘBIŃSKI,11212013076
IRENEUSZ,KUBAS,09302384474
WIKTOR,BRODOWSKA,64103113197
BOLESŁAW,TOCZEK,13220943518
JOANNA,ŻUKOWSKI,57053150022
CECYLIA,DOMAŃSKI,52060329667
MAKSYMILIAN,STARZYK,86050305999
ROZALIA,SZAREK,59010325209
MIROSŁAW,MICHALEC,89111142856
ALEKSANDER,NOWACZYK,74060409233
BOLESŁAW,FRĄCKIEWICZ,17290410318
ANTONINA,WASILEWSKI,55102550285
WERONIKA,MIODUSZEWSKI,15272641482
FRANCISZKA,MARCINKOWSKA,77122483901
NATALIA,CZAPLICKA,59032099425
STANISŁAW,MIELCZAREK,75062015338
PAULINA,ŁOBODA,89010220686
SERHII,GOLA,85101940097
EMILIA,NIEMCZYK,00280472265
FILIP,KUBICA,76102224437
OLIWIA,OLIINYK,76062661604
KAZIMIERA,TKACZYK,94011205329
ZUZANNA,KONKOL,69090604989
MAJA,TABAKA,97051297125
ELŻBIETA,FORNAL,54021609104
MARZENA,TOMASZEK,86092838585
OLGA,GIEMZA,68071647083
WIOLETTA,NOWACZYK,10241832067
KATARZYNA,PILCH,62112456085
BRONISŁAW,SAS,51111339172
MAREK,JANUSZEWSKI,05231739758
JAN,TKACHENKO,58022487192
NIKOLA,KOCHAŃSKI,13282347927
MARCEL,WSZOŁEK,96020873692
KAROL,ŁUKASZEWSKI,63120478472
GRAŻYNA,SKOCZEŃ,18230170187
STEFAN,KOLASA,13222664413
EWELINA,LABUDA,93022797920
OSKAR,STEFAŃCZYK,86032164110
ZENON,TARNAWSKA,77080143415
OLEKSANDR,MORAWSKA,56010975830
EDWARD,BRYŁA,06242324230
WOJCIECH,KRZEMIEŃ,87082113239
IRENA,PŁUCIENNIK,60111061563
EDYTA,PIRÓG,91050651100
KAZIMIERZ,FRĄTCZAK,56020729652
GRAŻYNA,GOŁĄBEK,04212811744
FRANCISZEK,MAŁKOWSKA,64040473299
ANDRZEJ,MICHALSKI,06301549235
PATRYK,KĄDZIELA,80020414610
IRENEUSZ,KOTARSKI,07302950455
IVAN,ADAMIAK,85111952857
ANGELIKA,ŚWIĘCICKI,93092096224
MIECZYSŁAW,WIERZBA,90102606093
BOGUMIŁA,SALAMON,95071924548
BOŻENA,BOŻEK,84012099425
MIECZYSŁAW,BOCZKOWSKI,84031472171
OSKAR,ROGUSKI,76092695075
LEOKADIA,SKWARA,08222329862
URSZULA,ŻACZEK,92110201226
BRONISŁAWA,SHEVCHENKO,08321474924
ZDZISŁAW,DEC,50100966418
JANUSZ,ĆWIEK,71022892814
LAURA,WIĘCKOWSKA,00321469487
MICHAŁ,SKUZA,94042349416
MAJA,PIKUŁA,75062084123
SERHII,RYCHLIK,90072119517
IVAN,CHROBAK,89050491075
KATARZYNA,PIASECKI,88021211342
AMELIA,PIOTROWICZ,73121732626
JULIA,ROGALSKI,13260985387
PAWEŁ,CIESZYŃSKI,65070259950
ANDRII,SKRZYŃSKA,04250374050
GRZEGORZ,JAWORSKI,19211103879
IRYNA,JANKOWIAK,18211916560
ZENON,FIGURA,54032364090
JULIAN,TOKARCZYK,92041750651
ZDZISŁAW,KOSOWSKI,80072340376
MIECZYSŁAW,SOŁTYSIK,81030471934
WIESŁAW,KAZIMIERCZAK,09293095311
KATARZYNA,KOWALIK,52092234980
AGATA,CHRUŚCIEL,88062995809
KINGA,KROK,06320230044
ZUZANNA,STOKŁOSA,81072744429
JANUSZ,ORLIK,96090262136
WITOLD,JARZĄBEK,52051984011
JUSTYNA,SZUBERT,12311168920
MARIAN,ŁUCZYŃSKA,60111454318
PATRYCJA,ZAREMBA,58011944505
PIOTR,MIKOŁAJCZYK,16212419013
JAKUB,ŚLUSARCZYK,91061817436
SŁAWOMIR,MAŁKOWSKA,88090204654
RAFAŁ,DOBROWOLSKA,59083023897
BOGUSŁAW,MIELCZAREK,09270405375
WŁADYSŁAW,PANKOWSKI,72081142173
WERONIKA,RADZIKOWSKA,78033137248
TERESA,CABAJ,13210858143
HENRYK,PAKUŁA,83072641935
MONIKA,ADAMSKA,53110521385
ALINA,ŚWITALSKA,04310226660
RADOSŁAW,BALCER,19251751076
AMELIA,KAZIMIERCZAK,79122828221
SŁAWOMIR,DMOCHOWSKI,50031745515
ANDRII,WĄS,65082223558
ROMAN,TRZECIAK,73042990631
GENOWEFA,KASPRZAK,55062484444
ANNA,KNAP,83080252705
LEON,TRUSZKOWSKI,02271604651
KAROL,WEBER,92051078077
EDYTA,KUKLIŃSKI,08292827305
ŁUCJA,PYKA,12210813309
AGNIESZKA,BOREK,04240413569
OLENA,RUSZKOWSKI,85102226721
URSZULA,SOCHACKI,07251229466
MARIAN,PODOLSKA,83042674194
ANNA,SIENKIEWICZ,62052872000
ŁUKASZ,CICHOCKA,10290679778
EUGENIA,SOŁTYSIK,81100556503
WIESŁAWA,BOROWIECKA,53050385285
JAROSŁAW,MIREK,53070374795
KAMILA,KOZERA,85110676987
KAROLINA,SIEDLECKA,87121982608
BEATA,LISEK,88071164409
MIKOŁAJ,ZAWADKA,53012399378
JOANNA,WIERZCHOWSKA,53030467569
MILENA,BOMBA,13211754349
WIESŁAW,BARAN,03233043316
ANDRII,FRANCZAK,59082406299
WŁADYSŁAWA,SOBOŃ,81072596569
MIKOŁAJ,WASILUK,90051979138
CECYLIA,NIEWĘGŁOWSKA,56041499165
BOŻENA,BIL,96020391585
ALINA,CICHOSZ,50041661108
BOGDAN,PEPLIŃSKA,57042666071
MARIUSZ,RUDENKO,88112710033
JOANNA,BUDZYŃSKI,19290530582
MICHALINA,KUŹNIK,98090676081
HANNA,WRONKA,01270210960
URSZULA,SZYDŁO,13300704446
ARTUR,SKORUPA,96080580536
ZDZISŁAW,ROSZAK,57080577111
WIKTOR,KOSIOR,11293082134
TETIANA,NOWACZYK,00262281429
JERZY,PORĘBA,18250437871
JÓZEFA,CZYŻEWSKI,07313048105
LESZEK,CICHY,98021372293
MIECZYSŁAW,SADOWSKI,64112587451
ANNA,MOCZULSKI,75020679729
RYSZARD,JASIAK,02222746359
WITOLD,GRUDZIŃSKI,06262767891
EWELINA,WARZECHA,86011281928
MONIKA,MISZTAL,61090645702
KRYSTIAN,CZARNOWSKA,81030778857
ROMAN,KOSECKI,61120477231
TERESA,MOSZCZYŃSKA,83111451567
ROBERT,KOSSAKOWSKA,11312843357
LIDIA,PRUSAK,09252056621
MAŁGORZATA,WALICKA,79110196925
CZESŁAWA,KUŁAGA,52020711080
MICHAŁ,STARZYŃSKA,17220790217
EWA,BĄKOWSKA,58012143408
STEFAN,JARECKI,58111302311
TERESA,DUTKA,82111164749
BARBARA,WOJTCZAK,97062554206
ALEKSANDER,DROŻDŻ,93111451498
KAZIMIERZ,ŁOŚ,05292134572
MARCIN,MALEC,58121925979
HANNA,BIELSKI,95112547743
WŁADYSŁAW,FURTAK,16260981155
AGNIESZKA,WIDERA,98092377089
PIOTR,BIENIAS,80071771290
ANNA,BOGDAN,00233066321
PAULINA,ŚWIERCZYŃSKA,84110517825
IWONA,MIELEWCZYK,69041267801
LEON,JAWOROWSKA,12282025716
DARIUSZ,URBAŃSKA,84090613113
MARCIN,KWIATEK,10271272251
GABRIELA,GRZEGORZEWSKI,01263000761
ANGELIKA,SOBCZYK,50060771880
NATALIA,FLORCZYK,99011404426
NIKOLA,CEBULA,87081651167
WACŁAW,OBARA,01232719777
MIROSŁAW,KRÓLIK,90101715758
DARIUSZ,PIRÓG,88071519032
ROMAN,LEWKOWICZ,13300662117
MONIKA,SKOWRONEK,95091307781
KACPER,WARDA,17252507474
WŁODZIMIERZ,FERENC,05322517757
BOGUMIŁA,PRZYBYLSKA,02321861405
EDYTA,PISKORZ,74022239508
BOGUMIŁA,DUL,63041124241
ALEKSANDRA,WIATROWSKA,14323048289
WOJCIECH,PIETRUSZKA,02212024634
MARTA,ŚMIGIELSKI,55121846787
BOLESŁAW,DOBOSZ,94111896414
MAJA,DZIURA,81081655404
TOMASZ,MAŁEK,18273009837
KRYSTIAN,BOCIAN,82102603118
LUCYNA,TOBIASZ,14302382025
BOGUSŁAW,PASTERNAK,71092362138
EDYTA,URBANIK,87122512561
AGNIESZKA,KAPUŚCIŃSKA,84122371303
STANISŁAWA,SKWAREK,72120863528
HENRYK,KRZAK,76011131033
DARIA,BUCZYŃSKI,94082722262
EUGENIA,POLAŃSKI,65011207420
WALDEMAR,PIEŃKOWSKA,06272880317
WIESŁAWA,FLAK,04260944160
KATARZYNA,KRUKOWSKI,59091940100
WIESŁAWA,SZUBA,53110247768
MARIAN,KAŁUŻNA,61060883598
BOLESŁAW,MARCINIAK,00280434494
CECYLIA,ISKRA,15322287589
KRZYSZTOF,LEJA,66052270592
WITOLD,BURZYŃSKA,93091893693
STEFANIA,TROJAN,53070162741
ROMAN,SITEK,57122201736
BEATA,WALIGÓRA,90112824764
DANUTA,PASZKIEWICZ,71082340528
ALEKSANDRA,ZAWIŚLAK,14291279029
JOLANTA,SROKA,51092121669
LIDIA,GAWRON,64072321906
IVAN,WIĘCEK,81100827339
JANUSZ,KOCHAŃSKI,15222727835
WŁADYSŁAWA,BINKOWSKA,67072183682
BOGUMIŁA,PŁUCIENNIK,15250601848
EWELINA,MATEJA,84072269587
OLIWIA,KOŁODZIEJCZAK,75061495621
MARIANNA,LISIECKI,18292839224
WŁODZIMIERZ,TRELA,67111289218
KRZYSZTOF,BOLEK,09230499792
WIKTORIA,MORAWIEC,80042486248
MAŁGORZATA,WALA,18210732606
BEATA,KUREK,67092403940
JOANNA,SKÓRA,86063009525
MAREK,BŁASZCZYK,90022185212
JULIA,ŻUREK,19280680705
LEOKADIA,MROZOWSKA,09212918309
EWELINA,PRZYBYLAK,81012233462
GABRIELA,KRASOWSKA,67070685582
MAŁGORZATA,WLAZŁO,72050677484
SZYMON,DROŻDŻ,03230712158
MARZENA,TWOREK,03252432702
FRANCISZEK,KLIMCZAK,03250908034
URSZULA,KULIK,57103064846
KRYSTYNA,BROŻEK,83081349408
KRYSTYNA,BIELSKI,69101837322
KAMIL,SOBOŃ,01241039219
CECYLIA,OLSZAK,85091189845
STANISŁAW,ROMAN,99111116836
ANNA,KLIMOWICZ,85030350846
ROBERT,NOWAKOWSKI,86082422617
MARZENA,KOTOWICZ,05230613682
ŁUKASZ,WYSOCKA,83090779971
BRONISŁAWA,KUŹMIŃSKI,68030236620
MILENA,OLEŚ,74013086689
LEON,WCISŁO,05292861492
BOGDAN,MIAZGA,70090497813
HELENA,TRAWIŃSKA,16210792600
WIESŁAWA,GWIZDAŁA,19241682801
KAZIMIERA,MIKOŁAJEWSKI,86121466789
ALEKSANDER,SIERADZKA,52012477691
DAMIAN,SKOCZYLAS,70032260235
SERHII,KRAWIEC,69030428293
MIROSŁAW,KUPIS,61031563696
LEON,PASZEK,50011306514
KATARZYNA,CHOJNACKA,88112236788
ADRIAN,NARLOCH,90020336658
DAWID,KUKLIŃSKI,92080376377
BOGDAN,BURA,69100884172
FRANCISZEK,CABAJ,82110109792
LUCYNA,SZYSZKO,60021951905
ARTUR,WALCZAK,59101052311
SZYMON,KOVAL,09290140397
MARIAN,RYBA,65012215994
STEFAN,STUDZIŃSKI,03220827114
ALINA,KARBOWSKI,59112949363
ŁUKASZ,SOŁTYSIK,77090241152
EWA,ĆWIEK,83061220107
BARTŁOMIEJ,BŁASIAK,75102697098
ANIELA,MIECZKOWSKI,04261185104
JULIA,GLINKA,56010163907
ANGELIKA,SOŁTYSIK,09213136108
AGATA,PIWOWARCZYK,91042813927
ZDZISŁAW,MIŚ,66022390417
PAULINA,KWAŚNIK,12302597061
EMILIA,PIETRASZEK,84060143589
BRONISŁAWA,KRZYWICKI,69061189460
JÓZEFA,CHOIŃSKI,66051895022
SERHII,MROZIŃSKA,11212084979
LUCYNA,CISEK,75060846466
MARCEL,GUT,85070137458
RAFAŁ,BAŃKA,91091512990
LAURA,WOŹNICKA,87120162386
ZBIGNIEW,BORUCKA,01282769333
KAROLINA,LEWANDOWSKI,51030848704
FILIP,DUDEK,54121285055
DAMIAN,GĄDEK,78062579374
KAMILA,KOŚMIDER,17282748207
HENRYK,SKUPIEŃ,55100639294
SŁAWOMIR,MARCHEWKA,96041121338
VOLODYMYR,GRABIEC,94122954554
OLEKSANDR,SEWERYN,16280244753
IRENA,DEPTA,94042922323
ANGELIKA,KŁOS,14270743400
DARIUSZ,PIELA,97100980512
MARTYNA,CHUDZIK,89080840841
CZESŁAWA,WYPYCH,69051993400
EWA,MICHAŁEK,09242545942
AGATA,GAWĘDA,00291365305
VOLODYMYR,DOPIERAŁA,74011846333
WANDA,BIELA,52032423267
WIKTOR,ADAMEK,86091128737
FILIP,ADAMUS,77110603391
EDYTA,KALICKA,95070293540
RAFAŁ,GOŁĄBEK,62011630412
MAREK,KOCOT,68121049395
WIOLETTA,WOŹNIAK,78062741623
ADAM,JANIKOWSKI,95092314551
SEBASTIAN,PORĘBA,91111999437
KATARZYNA,SZWED,04222829906
ANNA,TOKARCZYK,98111782081
MAGDALENA,SZEWCZAK,97042950567
PAULINA,GÓRSKA,53060113265
WIESŁAWA,PISKORZ,12301166569
DANIEL,PORADA,64101826873
DANIEL,NOWACZYK,14310239856
LENA,MACIEJCZYK,69081025845
ANETA,CZAJKOWSKA,14271097508
WANDA,CZAPSKI,05250683722
JACEK,STAROSTA,98052065690
PRZEMYSŁAW,KAMIŃSKA,53050787094
JÓZEFA,ŚLIWIŃSKA,88060585145
KRYSTIAN,PLISZKA,57102507618
GABRIELA,KRUSZYŃSKA,19231852324
ROBERT,STASIUK,57100126051
DARIA,KULIGOWSKA,75060160948
CZESŁAWA,KIERZKOWSKA,15281451780
ŁUCJA,MICHALIK,99122392342
IGOR,STASIUK,51121041016
ANIELA,WIATR,54090432643
FRANCISZKA,KRZYŻANIAK,14303130825
DOROTA,NIEDZIELA,07210361723
EDYTA,BOROŃ,90031195484
AGNIESZKA,SEMENIUK,85072506447
ANNA,ŁUCZAK,19240605344
WIKTORIA,KWIATKOWSKI,95051043425
FRANCISZKA,SZCZYGIEŁ,72020690145
MAREK,CICHOŃ,79012700233
WIKTORIA,KNOP,16241804369
WŁODZIMIERZ,KRZEMIEŃ,61020502192
NIKOLA,DOBRZAŃSKA,53121467829
IGNACY,BURY,60061669497
MARIANNA,BIELIŃSKA,96020250585
KAZIMIERZ,FORTUNA,54081551759
MIKOŁAJ,MIREK,17222763899
ROBERT,JAGIEŁA,51022612276
JAKUB,ZAGÓRSKI,73042116972
MARIAN,PISKORZ,70050173351
MAŁGORZATA,WNĘK,54100273004
DOMINIKA,ZIAJA,17272260827
DOMINIK,ŚLUSARCZYK,82123017930
AGATA,KOLASIŃSKI,78081834982
ALEKSANDER,WILCZAK,96050600956
MIROSŁAWA,KŁOS,77031024707
MIROSŁAWA,NIEDŹWIEDŹ,89022697407
IRENEUSZ,CHOWANIEC,19240632074
JERZY,JAMRÓZ,96102827331
EUGENIA,MAZURKIEWICZ,19270675829
SŁAWOMIR,ŁUKASIK,88051806332
MATEUSZ,TRELA,69071615690
ROMAN,RYBKA,88041579198
SZYMON,POGODA,00222454515
URSZULA,ŚLIWA,55032123847
ZBIGNIEW,SOBOCIŃSKI,60041900215
MARIANNA,KARWOWSKA,97022240402
WIOLETTA,MICHALCZYK,70100212180
DANIEL,MILEWSKA,72062788255
LIDIA,NOGA,73071759164
RENATA,WALIGÓRA,07261225180
IRENEUSZ,BUGAJSKA,98081277358
WŁADYSŁAWA,PRZYBYŁEK,65102289946
LENA,SZUBERT,67122753287
EDYTA,BIELICKI,83040610088
ZUZANNA,BAGIŃSKI,90092105123
JAKUB,MIERZWA,59043074899
WACŁAW,GRZESIK,86122057436
OLEKSANDR,WIERZBICKI,60112305415
WALDEMAR,BUKOWSKA,99010985458
ANDRII,OŻÓG,11311974539
IGNACY,NOWIK,52072684110
OLENA,JODŁOWSKI,07230487922
FRANCISZEK,TKACHENKO,66012275456
DAMIAN,WĘGLARZ,80072187913
OLEKSANDR,RUDNICKI,00291286954
KATARZYNA,KRASUSKA,06322234107
ZBIGNIEW,KUBIK,78071895713
GRAŻYNA,PIÓRO,94110250163
NIKODEM,SZKUDLAREK,18292756794
MIKOŁAJ,PACHOLSKA,71101841193
SYLWESTER,GOŁĘBIEWSKA,87051605477
LIDIA,WOJNAR,03280977327
WACŁAW,WRONA,88121775977
HUBERT,GREGORCZYK,90042994779
JUSTYNA,POLAŃSKI,79120678309
RAFAŁ,PAWŁOWICZ,58111794936
ŁUKASZ,BUCZKOWSKA,68040266316
GRZEGORZ,ZIMNA,82042243915
VOLODYMYR,SOBOL,86120780859
GABRIELA,ŁYSIAK,68062742328
OLGA,JASIAK,00302186226
OLIWIER,ORŁOWSKI,93061480610
BOŻENA,SABAT,86102401363
MIROSŁAWA,JAKUBIAK,19310347361
CZESŁAW,SOKÓŁ,03321982178
ALICJA,RYBCZYŃSKI,91062747161
BARTOSZ,PRZYGODA,65111802673
SŁAWOMIR,STACHURA,59041379859
LEOKADIA,WITEK,91050175983
SYLWESTER,DEC,58020230174
RYSZARD,GOLEC,60031788410
DMYTRO,ZAWADZKI,02321787974
MAGDALENA,KARASIŃSKI,17221788822
OLIWIA,ZABOROWSKI,12311755643
KRZYSZTOF,MILCZAREK,58123115756
SYLWIA,PUCHAŁA,66063025680
MARIA,DZIK,56071681369
MAKSYMILIAN,BOCIAN,94082707797
WIESŁAWA,RUSZKOWSKA,97011878944
STANISŁAW,BIAŁECKA,62042789491
URSZULA,BRZOSTEK,58041925589
ANETA,BUCZKOWSKI,68053012762
EUGENIA,CZERWONKA,57032904040
JULIAN,SPYCHAŁA,12312375190
KAROL,LISZEWSKA,87020306314
EDYTA,GÓRSKA,65022013661
IZABELA,NADOLSKI,92042124349
ADAM,KUPIEC,51112106458
MICHALINA,BALIŃSKA,14281012104
MARCIN,KIELAR,92010587873
TERESA,WIDERA,18211767005
MIŁOSZ,MĄKA,17280708733
WIOLETTA,PIEŃKOWSKI,62012293681
JULIAN,GRYGIEL,72121565078
ŁUKASZ,SIWIEC,13282611459
LENA,TYSZKIEWICZ,90091873023
ALEKSANDER,RICHTER,12260577831
MARIA,DUDZIK,69091151602
DANIEL,PORĘBA,61060902019
IRYNA,BOGDAŃSKA,96051185607
LUCYNA,ZIOBRO,05222324644
LEON,GRZYB,77031569372
JÓZEFA,KOTWICA,78111727608
IGOR,MACHAJ,15210335518
MIROSŁAW,LUPA,78071612491
ANDRZEJ,KORZENIEWSKA,84070845475
KONRAD,DĘBICKI,69052006839
DOMINIK,SAKOWSKI,82020943679
MATEUSZ,KOT,52013148271
MONIKA,FILIPOWSKI,69013129045
EUGENIUSZ,DZIEDZIC,97052990812
KAZIMIERA,WOJTASZEK,14290215707
ANTONINA,GÓRALCZYK,87072791300
SERHII,SUROWIEC,13221016570
GRZEGORZ,MAJKA,81061788357
ZDZISŁAW,PIECH,75051536330
GENOWEFA,GANCARZ,11281745586
EDMUND,KOPROWSKI,13240320274
REGINA,PIWOWAR,77020575586
MARZENA,PAWLAK,11301057365
MAŁGORZATA,MISIAK,98050594008
MAGDALENA,GRZELAK,64033005144
IZABELA,TERLECKI,99112199924
MARTA,KUNA,19320424827
MARIA,WOJTOWICZ,81060653845
BOŻENA,OBARA,80030334863
MIŁOSZ,PASZKOWSKA,61120234492
RADOSŁAW,SCHMIDT,67081270975
JOLANTA,ROSZKOWSKI,19312931164
IGNACY,CZECHOWICZ,84040453574
NIKOLA,PARZYCH,09290476140
TERESA,ZAPAŁA,16310598308
OLENA,JASEK,55020980122
EDYTA,SKUZA,99080213606
TETIANA,DUDKIEWICZ,88122201341
REGINA,ZWIERZYŃSKA,51022524588
GRZEGORZ,KOTAS,66042763619
KAMIL,MAZUREK,07311143413
NATALIIA,GŁUCH,07220717860
BRONISŁAW,MORAWSKA,80060962438
OLGA,IGNACZAK,57080525268
JULIAN,KUŚ,92101313172
LEOKADIA,OGONOWSKI,65092127341
BRONISŁAWA,BATOR,62011053006
AGNIESZKA,CZEKAJ,91031241281
KRYSTIAN,PARTYKA,07212124896
WIKTORIA,ŁATA,93032218244
MARIAN,CHROBAK,89081612191
HENRYKA,SZKUDLAREK,70121122187
EDYTA,CYBULA,97022106881
BEATA,SCHMIDT,94072664169
ZYGMUNT,GŁÓD,65103123470
EUGENIA,KWAŚNY,16292330288
EDYTA,OGONOWSKA,18261407681
MAKSYMILIAN,JAROSZ,12222041972
ANDRII,KUFEL,56070698292
EMILIA,TRZCIŃSKI,98060551585
WIOLETTA,MYSZKOWSKA,56020216606
GENOWEFA,FORNAL,64072968266
KLAUDIA,KULIG,76052942104
STANISŁAW,LUBIŃSKA,65040915356
JUSTYNA,FORTUNA,19231941624
ALINA,GRALAK,65080667646
ALEKSANDRA,BABIŃSKA,89040901447
CECYLIA,WOJEWODA,95100439043
JAKUB,FORMELA,56080229134
ANDRII,KLIMKIEWICZ,06322126475
WALDEMAR,LACHOWSKI,83101472815
RADOSŁAW,BOREK,97070597754
ELŻBIETA,SZOPA,55082136923
WIKTOR,KOCHAŃSKI,76050984759
LESZEK,CICHA,82040814959
BEATA,SINGH,10212271802
ALINA,TARKOWSKI,66111808348
STEFANIA,STOLARCZYK,63021499284
WŁODZIMIERZ,KURKOWSKI,86060706074
BEATA,ISKRA,94021173780
MARTYNA,BIERNAT,81013188167
JAROSŁAW,IWAN,55102682634
NATALIA,PISARSKA,84072879261
TOMASZ,JEZIERSKI,60041126136
MARTYNA,ABRAMOWICZ,54121593163
STANISŁAW,BUREK,60062980371
JULIAN,ŚWIĄTKOWSKA,16222013096
GENOWEFA,JASZCZUK,87090208842
FRANCISZEK,BAGIŃSKA,55012171510
NIKOLA,GÓRECKI,70080396364
JERZY,GOŁDYN,96020184192
ZUZANNA,KUBIAK,73043087181
MAREK,PRZYBYŁ,17212279359
FRANCISZEK,CICHY,93051272256
JANUSZ,CZARKOWSKA,73112484019
MARIUSZ,RYBAK,52120732592
KLAUDIA,GŁOWACZ,16222018206
ZBIGNIEW,KAPUŚCIŃSKA,79042145675
WŁODZIMIERZ,CIESZYŃSKA,65120284693
ZBIGNIEW,KOCUR,65060215731
DOROTA,BONDARENKO,72010380140
TERESA,BARSZCZEWSKI,63090186407
SZYMON,KOSEK,05262727236
MARIA,KRAUSE,90111832148
SYLWIA,WIELGOSZ,85013034343
HELENA,SZAFRAN,02231840048
HALINA,GŁOWACZ,96123031128
VOLODYMYR,STRZELEC,05310867051
RAFAŁ,SCHMIDT,62081202872
KACPER,RAKOWSKA,76011469154
MAJA,STAROŃ,55041766648
ROBERT,TKACHUK,80110145819
JÓZEF,WIKTOROWICZ,96081112897
ROZALIA,PŁATEK,72060779125
MIROSŁAWA,ROJEK,12280511846
JANUSZ,JANOWICZ,59090340253
HENRYK,CISZEK,06251128430
MARTA,MOMOT,89071852707
DANIEL,BŁAŻEJEWSKA,73112056717
JANINA,PRUS,09320705886
DOROTA,OLEŚ,85101037562
KRYSTIAN,PIOTROWICZ,78111578457
ANTONI,CAŁKA,58080286393
VOLODYMYR,WĘGLARZ,74012858115
EWA,LUPA,97031094140
PIOTR,ŁUKASZEWICZ,67041021454
DARIUSZ,BONDARENKO,86062112192
WIKTORIA,NAWROCKA,82093082626
OLENA,BAŁDYGA,72020968244
ŁUKASZ,SUCHODOLSKA,55080868390
DAMIAN,MIKOŁAJCZYK,58022017391
JANUSZ,KULIG,13251627159
KAROLINA,GRAD,86102684227
ANTONI,FLOREK,11271419572
MAKSYMILIAN,CZYŻEWSKI,16221631215
KAROL,NEUMANN,62031975115
JAKUB,MIKOŁAJEWSKA,07272916576
WALDEMAR,JAGODZIŃSKA,91101124731
ANDRZEJ,BOREK,76102708256
ZUZANNA,KŁOSOWSKA,52041826925
ANDRII,OLESZCZUK,10253184514
NATALIIA,PIETRZYKOWSKI,50122969343
MONIKA,KOSTRZEWA,95062112668
KRZYSZTOF,STAŃCZAK,51091973915
ALICJA,KMIEĆ,94091003789
MARIUSZ,SZCZEPANEK,19310366052
IZABELA,SZWEDA,12312667947
ANIELA,STAWIARSKI,89122624208
MIECZYSŁAW,KARCZEWSKA,80072245855
BARTŁOMIEJ,KOS,67091857733
ROZALIA,LIPIŃSKI,77010412600
MAŁGORZATA,ADAMKIEWICZ,07271286647
SYLWESTER,SIENKIEWICZ,67090673114
WIKTORIA,TROJAN,11311989247
HENRYK,SROKA,92082483556
SŁAWOMIR,SKIBIŃSKI,00321877837
IGNACY,LECHOWICZ,69092223656
LEOKADIA,ZAWISZA,80090731482
ZBIGNIEW,ĆWIEK,76070791856
KINGA,DAWID,19251313900
PAULINA,SKOWRONEK,91091444345
MATEUSZ,SZYMCZYK,57102154599
JOANNA,WILCZEK,12260680667
NIKOLA,CIESIELSKI,64072077845
PIOTR,KNOP,82032551077
DARIUSZ,LABUDA,94100891617
WERONIKA,MASTALERZ,88011065162
FRANCISZEK,JÓZEFIAK,11240649276
HANNA,WALASEK,08211235963
KAZIMIERA,ROGALSKI,10272119924
WIKTORIA,WIKTOROWICZ,71091795887
BEATA,KOT,11311947243
MAREK,NAPIERAŁA,91022672591
